"Country Name"	"Country Code"	"Indicator Name"	"Indicator Code"	"1960"	"1961"	"1962"	"1963"	"1964"	"1965"	"1966"	"1967"	"1968"	"1969"	"1970"	"1971"	"1972"	"1973"	"1974"	"1975"	"1976"	"1977"	"1978"	"1979"	"1980"	"1981"	"1982"	"1983"	"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"	
"French Polynesia"	"PYF"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Qatar"	"QAT"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"24499649097.1222"	"24907167744.0054"	"28361191221.0703"	"28648710934.918"	"29675537768.4974"	"31024655736.6367"	"32974478138.1771"	"43610076140.4327"	"49047642374.2456"	"51872681726.7062"	"57306435052.1198"	"60881010848.9056"	"66267614497.6624"	"70089743013.0214"	"85807239206.1457"	"95128604089.8116"	"123725337484.365"	"149933077551.306"	"179815626784.446"	"202557066631.235"	"245186340177.559"	"283715632113.242"	"311656966207.904"	"324265698940.289"	"319295719441.258"	"240424621600.611"	"222778337439.487"	"252948534138.749"	"283965491001.96"	"283662403184.947"	"229537740942.956"	"292655290700.514"	"326640816063.216"	"343605201617.812"	"360218045926.174"	
"Romania"	"ROU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"122430497518.743"	"110220174767.29"	"102848465999.123"	"106895962136.097"	"113471235312.16"	"123071919985.365"	"129912848683.485"	"125469219387.805"	"124787082829.895"	"125764046622.599"	"131265368638.614"	"144313746888.219"	"155640707751.418"	"163109936634.122"	"192862740038.77"	"204714602990.454"	"244927155069.454"	"286163460636.105"	"344669013802.194"	"338754727660.486"	"351418032858.337"	"378852429060.781"	"397298685084.564"	"393241674839.457"	"410782149153.117"	"428618003572.133"	"470976157183.804"	"527779211230.481"	"572188014832.256"	"647492676506.896"	"658754403664.919"	"717729871438"	"801379777876.13"	"864976369021.565"	"928419650842.758"	
"Russian Federation"	"RUS"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1187867177261.01"	"1166060239247.23"	"1019330664884.02"	"953036577987.916"	"851033580153.243"	"832874933680.043"	"817526684921.467"	"843109809492.514"	"807029157570.942"	"870676186417.134"	"1000581025238.43"	"1074585972513.87"	"1167897269467.94"	"1338656016289.8"	"1473342751130.22"	"1696729209914.69"	"2133189651004.95"	"2377454045310.01"	"2878201315078.6"	"2768599517953.77"	"2927003701123.47"	"3259319197327.18"	"3480299219245.86"	"3741783381914.27"	"3763534951277.15"	"3526235948513.73"	"3538975998887.58"	"3807101264909.25"	"4231842328030.95"	"4579553861372.4"	"4651428694918.23"	"5688268314339.54"	"6006312352159.35"	"6476475754986.43"	"6921249292202.15"	
"Rwanda"	"RWA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4047688796.92629"	"4079357918.08343"	"4417349465.28964"	"4155375490.21931"	"2111522282.59588"	"2915153009.22621"	"3346881456.15382"	"3876124899.07635"	"4266919480.36244"	"4515619866.12742"	"5004467698.10714"	"5551320709.32467"	"6381302687.72686"	"6650605420.44309"	"7338080449.46763"	"8277897287.50844"	"9320536566.8454"	"10303793752.125"	"11674507626.4737"	"12480466164.1991"	"13558663650.0134"	"14939706886.5951"	"15752362606.6545"	"16775811479.3717"	"19065160590.414"	"20727872754.8486"	"22245840208.4371"	"24012956927.8089"	"26543175894.3984"	"29845483474.6833"	"29854116562.1372"	"36505744034.3984"	"42300132773.9933"	"47437550805.895"	"52904129982.2052"	
"South Asia"	"SAS"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1212849374423.83"	"1272145864414.56"	"1371682596940.08"	"1471712125623.4"	"1599306507541.72"	"1751009970242.69"	"1910251281990.85"	"2024482733109.51"	"2170254271582.27"	"2383398968887.88"	"2536238962188.65"	"2713312134096.79"	"2859422426235.99"	"3134733990230"	"3463451635967.97"	"3846944826788.15"	"4278913326921.49"	"4726672615352.24"	"4982872718282.8"	"5387862973103.08"	"5902051664029.35"	"6350195643846.02"	"6991737617738.16"	"7392882711003.23"	"7777889469633.1"	"8229844817153.44"	"8909236847190.46"	"9557427265644.88"	"10566336307781.6"	"11379996636970.3"	"11298025991067.3"	"13103387829233.9"	"15045670980347.2"	"16919009794946"	"18407131700460.1"	
"Saudi Arabia"	"SAU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"491751214273.102"	"550174174763.123"	"588487320628.641"	"604724651539.865"	"623522590556.557"	"638580237517.298"	"671760534934.226"	"701435012452.797"	"729206147066.695"	"734841024406.312"	"786942754646.19"	"807435076751.79"	"814337895575.883"	"903232412156.685"	"1007575521714.99"	"1100945029585.29"	"1172500995055.72"	"1230925383660.42"	"1332906137936.23"	"1326821212086.66"	"1410623854443.92"	"1609021434441.12"	"1701855662189.08"	"1718292769472.73"	"1771539691265.8"	"1608022150954.67"	"1545761853587.76"	"1645531261860.11"	"1792988810566.04"	"1790607498345.21"	"1499327559869.91"	"1929888259783.05"	"2315588932554.49"	"2411929204431.52"	"2519570644557.09"	
"Sudan"	"SDN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"39282199947.6431"	"43660879338.9877"	"47593246916.681"	"50947318273.8448"	"52558737453.4486"	"56878813964.0924"	"61348495374.2324"	"73834691685.0222"	"77881417319.3581"	"81435239642.8928"	"88564739249.0336"	"96445600317.7709"	"103827359884.418"	"112535655148.557"	"121502742732.612"	"132384431093.173"	"145380169265.989"	"157882741887.181"	"167115045790.856"	"163492001090.788"	"171863473858.078"	"169772374359.292"	"136998908640.888"	"140750771539.855"	"165409530125.751"	"168783439920.87"	"184446367323.917"	"181639236414.642"	"185735342775.64"	"178285831253.721"	"156677404687.453"	"156168260027.791"	"165699797555.15"	"121136486067.806"	"106740734179.302"	
"Senegal"	"SEN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11681748026.0262"	"12398041146.3121"	"12847987579.7314"	"13331428997.512"	"13609610967.8949"	"14654819908.6086"	"15224558681.9116"	"15958773498.3803"	"17090032848.8921"	"18420888625.311"	"19570436636.2383"	"20873751077.3476"	"21212690441.3542"	"22841550966.6433"	"24544901105.2273"	"26405610456.2947"	"27854350284.0448"	"29417807069.8791"	"31094983347.2252"	"32147815840.6992"	"33641848599.7654"	"34793989168.2758"	"36793686306.646"	"37962162529.6039"	"40387333256.6553"	"43696523920.8699"	"46623906157.9398"	"50051751949.2583"	"53794440219.2467"	"59654664271.8226"	"63008586953.5983"	"71874343647.3324"	"79963390334.37"	"86367675226.1367"	"93817059650.5868"	
"Singapore"	"SGP"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"72567935287.6421"	"80039818619.3695"	"87299407293.3142"	"99610026324.2282"	"113025308153"	"123675157845.667"	"135348780539.884"	"149132789364.437"	"147504597165.021"	"158146154734.85"	"176346004851.501"	"178385824943.607"	"188265410325.5"	"200714210204.552"	"226599047614.941"	"250919344759.03"	"281953944534.812"	"315718477176.864"	"327798172582.134"	"330241984295.075"	"382788414439.613"	"414966621180.859"	"436192127374.617"	"448607292111.358"	"462493850769.64"	"482409671479.023"	"504104924057.74"	"537340573560.544"	"586215721477.775"	"600787105909.488"	"577213563024.154"	"723237492898.215"	"806629380658.055"	"850875741862.077"	"909690217412.881"	
"Solomon Islands"	"SLB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"419688663.337581"	"459914653.378764"	"530135650.923497"	"564409648.89226"	"623154255.971646"	"700405634.17844"	"724710730.924136"	"730469340.250908"	"748218961.659958"	"755121235.388475"	"661975473.019773"	"623024344.490683"	"614990446.729638"	"668043060.835636"	"738717664.10831"	"817947160.031432"	"878055524.778987"	"934669061.864145"	"1011990225.52222"	"1047402938.45425"	"1163051317.65436"	"1275246702.09661"	"1331026028.2193"	"1424576693.36425"	"1466627190.26233"	"1505043743.13915"	"1603745352.18375"	"1682671122.00783"	"1768481412.63173"	"1829115370.48702"	"1790752276.59003"	"1868248888.06751"	"1949718308.05768"	"2077263896.84064"	"2191267088.70967"	
"Sierra Leone"	"SLE"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5800107037.34638"	"6137285329.81654"	"5083677184.67325"	"5275710858.87423"	"5283425681.37859"	"4962679785.07185"	"5142164702.60865"	"4923418040.01229"	"5067621957.57517"	"5037611630.64494"	"5494453626.75787"	"5261673093.57223"	"6760740246.13004"	"7548040799.73379"	"8253190495.3594"	"8882533936.08072"	"9548637953.60345"	"10175086579.955"	"10753417038.6619"	"10985371002.627"	"11825553291.1596"	"13047238199.0292"	"15180106235.0926"	"18132893193.6871"	"18992888503.1033"	"18016747683.9373"	"18985500633.4743"	"18458970768.5457"	"19947639782.9398"	"20907754892.6924"	"21514821775.5271"	"23064667140.0586"	"26021987468.2999"	"28497688698.5533"	"30439844906.4775"	
"El Salvador"	"SLV"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"15423444436.6784"	"16183269031.9122"	"17714341895.7591"	"19189336027.4354"	"20518666721.9317"	"21940616241.3864"	"22523596496.1984"	"23630976029.2199"	"24530359386.7219"	"25415347725.8356"	"26284209878.3362"	"27112454179.2006"	"27966864177.2524"	"28965452811.1664"	"30008906876.3667"	"31779534671.1116"	"34180345452.5987"	"35755005601.732"	"37229049247.6601"	"36668754238.1559"	"37913901081.5744"	"40156336831.7232"	"41014930721.7797"	"43540259025.7112"	"46245033584.1948"	"49059658944.8194"	"52431584608.9046"	"55705683541.0245"	"57245624328.4326"	"60709614751.3463"	"58560345367.2006"	"67623210509.8633"	"74584847418.3675"	"80003362561.6454"	"84069963659.7839"	
"San Marino"	"SMR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1146203066.27822"	"1245617705.53978"	"1377559955.21979"	"1439466701.9155"	"1553985487.89759"	"1583039185.75676"	"1676814405.39186"	"1800232207.27163"	"1901704090.05078"	"2035432564.89852"	"2239203606.92984"	"2270913390.01327"	"2049094350.39843"	"1960472690.11422"	"1834547471.48532"	"1716096717.85314"	"1677503706.60645"	"1727750657.70467"	"1718776395.90592"	"1755447197.83168"	"1774575169.31538"	"1880099391.17672"	"1991185509.31366"	"1919532829.45196"	"2217650250.23726"	"2563404991.87884"	"2666320304.83155"	""	
"Somalia	 Fed. Rep."	"SOM"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3196142639.55088"	"2991496641.66287"	"3184613046.86225"	"2672117737.07936"	"2837012927.73996"	"3121397463.88484"	"3212707603.11132"	"3462797042.14564"	"3768802847.65428"	"4128217444.10788"	"4521310704.14659"	"4941920819.23827"	"5424016437.43523"	"5965908467.32787"	"6590462096.4815"	"7234365833.0988"	"7927778185.58358"	"8621462134.45074"	"9255348422.64249"	"9994942776.09877"	"10884050227.9368"	"12497699432.2334"	"12154103352.6435"	"15043200412.4411"	"18520522054.2121"	"21071187605.581"	"23819083389.0575"	"23974962229.0084"	"24820311698.3044"	"24215279554.9726"	"24047321167.4183"	"26462029863.7043"	"28558848164.1726"	"30451988233.1033"	
"Serbia"	"SRB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"38302238307.5992"	"41408010937.5929"	"45884925015.3705"	"48879627320.3699"	"44452832383.129"	"48212406012.3591"	"51049545262.8294"	"56720688820.7597"	"60023937397.8356"	"65051058715.4117"	"69925508616.3632"	"77566242918.0489"	"86259818628.7086"	"96453310769.8579"	"95399006505.6812"	"97132913474.1468"	"103470091703.986"	"104466206525.612"	"109268355623.316"	"109089071122.197"	"110336653309.674"	"116145024614.706"	"121357054729.466"	"128959381818.704"	"142981510856.386"	"144971610190.422"	"159966578501.841"	"174923067358.408"	"190408936694.244"	"212306888787.187"	
"Sub-Saharan Africa (excluding high income)"	"SSA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1002333078233.06"	"1044411632550.47"	"1070002012543.13"	"1084580376009.86"	"1117457213329.8"	"1176946037885.28"	"1258844242309.92"	"1335445929450.08"	"1387467818870.55"	"1437466095049.6"	"1522144981514.21"	"1624069482974.58"	"1762350663615.12"	"1878223459377.31"	"2057609198122.77"	"2247051777221.88"	"2453848130301.85"	"2671940391369.12"	"2864742300274.7"	"2977414497364.53"	"3194596722455.28"	"3403003003104.54"	"3497340005289.77"	"3740735273152.99"	"4006410636197.97"	"4091780563122.8"	"4196793909042.01"	"4449053646358.91"	"4551867434884.02"	"4848025803791.13"	"4855253048631.56"	"5318537465233.54"	"5930686250234.24"	"6301964340929.96"	"6684358046570.15"	
"South Sudan"	"SSD"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"25459846093.883"	"26908388739.2192"	"28731556887.2399"	"27963579014.1695"	"15245740378.7431"	"21404113972.9807"	"15423015948.6817"	"12827976279.3273"	""	""	""	""	""	""	""	""	""	
"Sub-Saharan Africa"	"SSF"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1022768752750.92"	"1064069484245.47"	"1088448545343.15"	"1105936832941.89"	"1139925056542.23"	"1201252006665.27"	"1286670251348.5"	"1364720300069.21"	"1416091672588.7"	"1467966668454.81"	"1555218158949.1"	"1660578955119.88"	"1799965794953.52"	"1915678703266.62"	"2101122552465.07"	"2297227369601.61"	"2511180901636.19"	"2737563552177.42"	"2938650001105.29"	"3058137257952.45"	"3286423155296.04"	"3507170785810.72"	"3612232536091.56"	"3866072685454.13"	"4158816420683.32"	"4263754918769.57"	"4397882394567.07"	"4672022090684.31"	"4791265786660.75"	"5111175894073.53"	"5144904712648.08"	"5638088444094.78"	"6291486213359.7"	"6700275563886.27"	"7123238771366.81"	
"Small states"	"SST"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"94792704652.4669"	"98419036044.1576"	"100493325664.246"	"103566777532.528"	"109013586605.739"	"115554237354.476"	"121619025717.92"	"130554068782.696"	"135710411044.726"	"142166003908.149"	"152661230280.373"	"161289648282.862"	"170771153541.973"	"183165614717.155"	"196308645296.014"	"210085635573.501"	"232647378389.836"	"251122143982.704"	"262470748637.995"	"256605702066.652"	"266515120968.075"	"280555682987.624"	"290227138868.745"	"297872334904.756"	"308698726480.521"	"309777121490.228"	"322122642394.191"	"343932532734.492"	"363085191760.25"	"391703631785.528"	"370422323907.314"	"417137584196.461"	"480930089550.966"	"520826615362.22"	"574656331063.508"	
"Sao Tome and Principe"	"STP"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"185010526.618417"	"193564361.916908"	"199361233.722547"	"206331693.852456"	"215373508.524696"	"224287008.239663"	"231819075.3717"	"238166165.569073"	"246863874.920261"	"256616187.662463"	"263605693.710886"	"277801323.03047"	"291598047.849038"	"322010367.88493"	"342368284.965889"	"376459531.150897"	"422475544.05156"	"449722627.808042"	"486939448.043886"	"506122665.925758"	"519693559.688637"	"541020702.680323"	"502558706.006143"	"568963141.090766"	"636217933.350876"	"635224720.801456"	"676154316.181896"	"711213101.655078"	"828353862.937865"	"993443247.544168"	"1118602098.8079"	"1272434617.36875"	"1365452217.67886"	"1419852369.84082"	"1470181828.88543"	
"Suriname"	"SUR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2678193505.5522"	"2843521586.82893"	"2919954587.74461"	"2788892862.96873"	"2945288230.75423"	"3007041750.03764"	"3092714578.008"	"3325371427.87637"	"3440087304.71617"	"3439925148.29931"	"3591720896.43492"	"3826844332.47182"	"3995130087.71496"	"4330668916.7416"	"4825129979.64054"	"5200358636.26088"	"5671305389.2406"	"6122697611.01588"	"6499240326.10661"	"6736401999.72809"	"7170692978.31323"	"7746725931.88615"	"8543540170.86024"	"9202587589.4457"	"9549802477.86613"	"9622189492.37402"	"8507962995.52901"	"10430160138.1193"	"10704591610.3525"	"11976970718.446"	"10376871438.022"	"11405269573.3629"	"12512408102.7077"	"13275907992.2927"	"13830929890.7189"	
"Slovak Republic"	"SVK"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"45746148514.2538"	"40400779746.444"	"38544037813.4043"	"40281536184.9059"	"43694753750.5836"	"47217920335.7263"	"51025664136.9488"	"54558166481.687"	"57493674688.4548"	"57875786297.0919"	"61256649592.8426"	"66529367504.9256"	"71468766178.7321"	"75711230771.7745"	"81486342989.5548"	"89028795055.9132"	"101603248473.221"	"114119549668.013"	"127563859479.374"	"124239476858.982"	"136858656279.808"	"141446569656.423"	"146127789163.241"	"151983350436.957"	"157726426211.136"	"163560289937.06"	"162206967889.124"	"164513828512.121"	"171626766869.264"	"185362871936.432"	"192849134106.197"	"208880643198.039"	"223223380690.808"	"238504448129.551"	"255817817489.38"	
"Slovenia"	"SVN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"26938867644.5379"	"25371536116.9515"	"24531923988.7589"	"25827501799.4484"	"27784330244.3451"	"27118369766.314"	"28395661031.2368"	"30292392684.5904"	"31691090003.5855"	"33725135986.596"	"35577452322.9334"	"37381898557.2193"	"39899174675.888"	"41747228377.727"	"45114082973.0246"	"47375967613.7248"	"51328698168.0764"	"55435876564.1314"	"59549872276.1045"	"55508501254.0802"	"56505035971.223"	"58948688238.2166"	"59218840691.9658"	"61044782666.8722"	"63038801633.1833"	"64680613571.9783"	"69334151784.9407"	"74761997302.4595"	"80094210481.808"	"88491661031.4007"	"87812276776.0687"	"96790459870.841"	"107883106099.669"	"114403545993.986"	"120202434629.026"	
"Sweden"	"SWE"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"174444541108.456"	"178277144632.824"	"180227351648.906"	"180688307192.513"	"191797327583.021"	"203627407961.271"	"211678675068.223"	"219479910038.053"	"229199087522.528"	"243559999570.165"	"262879690462.463"	"266427022654.496"	"276560060890.271"	"284796233898.644"	"304065756556.434"	"308796792803.43"	"342150890773.634"	"373372894927.264"	"386364552808.263"	"372620769211.713"	"393469864282.61"	"418907440738.07"	"430342211368.346"	"442560499744.059"	"454179386100.656"	"478054809710.972"	"499029649583.467"	"517711152885.815"	"540532181742.57"	"586373975348.365"	"595211778250.693"	"653401537327.892"	"696077173608.22"	"708681710101.324"	"750771294152.114"	
"Eswatini"	"SWZ"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2793330714.77141"	"2938631974.93583"	"3102565952.95181"	"3274760344.34027"	"3424978495.52878"	"3665532494.2932"	"3876049794.37971"	"4065230455.43851"	"4217968118.75172"	"4403884816.12094"	"4582913301.45033"	"4752284144.38194"	"5023458030.14425"	"5355135729.7333"	"5698050476.73967"	"6228859363.67344"	"6853000520.99895"	"7342576011.55501"	"7591857830.8144"	"7748153777.38662"	"8142240328.73871"	"8463109858.28999"	"8721539668.10442"	"9301118767.86387"	"9505985731.71684"	"9589423949.44562"	"9752556676.96278"	"9942306087.53805"	"9977108180.87457"	"10911854750.6501"	"11127332067.0674"	"12054388840.8388"	"12963660617.0597"	"13904573982.9855"	"14664308920.8823"	
"Sint Maarten (Dutch part)"	"SXM"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1220883869.30056"	"1275264093.5472"	"1361446644.96573"	"1244034957.24634"	"1297132717.26644"	"1595754082.34087"	"1670741627.98452"	"1715280492.62225"	"1734514654.41279"	"1654131914.00095"	"1846228425.4425"	"1595272169.0693"	"1683919292.28275"	"2054726381.24626"	"2209552689.84523"	"2330871298.05444"	
"Seychelles"	"SYC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"622431372.600918"	"661243641.007752"	"724824607.692736"	"796196703.924782"	"793382976.873397"	"813946629.758746"	"911715858.822974"	"1040526382.28569"	"1078183419.92944"	"1113910040.38092"	"1187592257.38226"	"1186753668.67212"	"1219812767.94077"	"1170665972.04997"	"1167879581.23032"	"1312972127.14609"	"1480770423.74559"	"1655883380.29255"	"1641779267.1996"	"1610948498.79379"	"1703983497.04141"	"1904526849.5446"	"1965962288.1898"	"2022705629.98449"	"2282561394.46641"	"2376133656.96414"	"2727776636.94028"	"2939950358.56908"	"3105218260.84621"	"3340635866.25777"	"3057830378.36233"	"2975737695.0276"	"3593088408.93978"	"3806479822.17321"	"4033634641.49159"	
"Syrian Arab Republic"	"SYR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62769892394.0055"	"67658923201.3911"	"71281640286.0085"	"78675556558.0617"	"99337766654.2033"	"107199859817.267"	""	""	
"Turks and Caicos Islands"	"TCA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"840706881.700063"	"927787117.157563"	"751006112.681135"	"767619728.699636"	"819656166.207328"	"758533705.328941"	"805373139.952771"	"895397560.259655"	"1006075300.03016"	"1141042868.1947"	"1201275732.35407"	"1294624143.60061"	"1345630111.63417"	"866859707.740014"	"1133630688.91659"	"1385534118.5613"	"1632486730.74219"	"1766207429.49504"	
"Chad"	"TCD"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5782972638.53288"	"6488818610.73018"	"7167720273.66245"	"6184890613.58622"	"6957292454.00429"	"7190999344.89245"	"7484807712.87967"	"8044321796.532"	"8700221362.04504"	"8763087847.97368"	"8882755494.10165"	"10141648881.9042"	"11173780453.739"	"13071829616.0072"	"17937528351.5441"	"21706461719.8409"	"22254390810.3463"	"23817367026.0156"	"25024256279.4901"	"24824015201.3376"	"28561342719.1308"	"30461038960.1658"	"32170419375.9758"	"28891559089.8221"	"30267066736.3152"	"34824885498.1589"	"32044391367.1726"	"32763179281.538"	"35993735511.6899"	"39237861358.9549"	"37652981933.4921"	"43413141699.6577"	"48428925012.9731"	"52168438353.4137"	"55673582980.8728"	
"East Asia & Pacific (IDA & IBRD countries)"	"TEA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2344593623636.26"	"2611358185866.15"	"2945128650090.6"	"3328385737469.53"	"3747333980677.06"	"4193236990435.59"	"4646182342895.13"	"5045376980625.71"	"5147782557134.74"	"5527134852307.69"	"6070470888175.41"	"6608715499120.72"	"7229090427997.24"	"8002641260802.66"	"8934097135996.88"	"10085622502218.6"	"11474524615514.4"	"13162395151350.1"	"14518962390364.9"	"15693617987027.8"	"17399867699600"	"19213623529464.1"	"21085827292552.9"	"22592636743764"	"23951953281088.9"	"24942662351364"	"26362176123646.7"	"28118590916999.2"	"30607966020549.4"	"33086050558706.9"	"33936631769996.4"	"38194519217111.3"	"42460654856038.5"	"46255292640395.3"	"49714910545182.5"	
